battery_id,discharge_cycle,cycle_index,ambient_temp_C,capacity_Ahr,avg_voltage_V,min_voltage_V,max_voltage_V,avg_temp_C,max_temp_C,cycle_duration_s
B0027,17,46,24,1.7820717716005336,3.3774091842080276,2.444119634453687,4.181855642136106,34.741504044616725,42.99196482622249,6284.063
B0027,18,50,24,1.8145504562341046,3.3771878224396685,2.395925863485738,4.20282058770571,34.663008920131865,42.920147884014575,6370.937000000005
B0027,19,52,24,1.809153485164282,3.390746744780089,2.408349641748691,4.206436642050531,34.47643463041281,42.77821015998406,6359.812
B0027,20,54,24,1.8065551508093707,3.3939882666698242,2.399239705167686,4.20638281753962,34.45771838499012,42.71393681070588,6346.156
B0027,21,56,24,1.802401655959492,3.395270569622429,2.378335964879865,4.2054658678946755,34.276431502022604,42.66066961608101,6328.172
B0027,22,58,24,1.7964331683322998,3.4104656511949063,2.437999478526856,4.206584936190674,34.35292925698558,42.64239690775237,6326.062
B0027,23,65,24,1.8088036930508289,3.400641404160475,2.484818012933219,4.202786069304105,33.64812848797218,41.86831727976231,6352.843
B0027,24,67,24,1.7915527748749653,3.403879368199544,2.456168013420922,4.206301818692852,33.75077258934032,41.97207960495628,6309.172000000006
B0027,25,69,24,1.7853375192239571,3.4141854712687336,2.4697995830050976,4.205750597989692,33.72038549007088,41.92250461031742,6284.297
B0027,26,71,24,1.793209210325309,3.4230599701504794,2.491582666091738,4.20589200120434,33.812030459081335,42.14300769699952,6265.969
B0027,27,73,24,1.7873097711102113,3.4023930606429906,2.3944859739266695,4.205560793070628,33.79680193008211,42.43039551713637,6266.641
B0027,28,77,24,1.7700926253324452,3.3633791712406205,2.4249816079125552,4.186200185347402,33.92036482801563,42.033372446715575,6198.75
B0028,1,3,24,1.8046847720100736,3.676492835528995,2.6151397684307285,4.181907184700754,30.261078788805897,31.679728237853865,6515.422000000006
B0028,2,5,24,1.8047833214525881,3.677932362103996,2.578716047628789,4.186798367560072,30.023214006195516,31.42728999177483,6516.219
B0028,3,7,24,1.797618668222458,3.681544140844236,2.679890873914289,4.186905629206883,30.21665562692593,31.694210133469813,6489.5
B0028,4,9,24,1.7929913687761174,3.6819955552100256,2.674600586599544,4.1855363847405656,30.363564779968748,31.849947051821633,6471.25
B0028,5,11,24,1.7919180081592216,3.6822366580622092,2.655983638577288,4.186483098548598,30.383708693138953,31.891976600913974,6466.672
B0028,6,15,24,1.775026135903797,3.6730621916612125,2.5587601304544574,4.167593667891115,30.151543075778466,31.647839531181656,6410.672
B0028,7,19,24,1.7920487852223415,3.6821638997402064,2.684075980505414,4.183182085400848,29.942877366572425,31.66717160096336,6474.156
B0028,8,22,24,1.790475801581265,3.6829104616020185,2.692955180725203,4.1836584764239335,30.159672019699293,31.543075306784417,6460.75
B0028,9,24,24,1.7868365091987264,3.6830910997567576,2.664091579679959,4.186132992895621,30.18503729745987,31.63889282611546,6448.907
B0028,10,26,24,1.7871529619962185,3.6823376400116725,2.599501054239839,4.18607245667024,30.557366977302667,32.06283964981591,6447.125
B0028,11,30,24,1.7816340617009505,3.6779403019036363,2.5987712023407274,4.177617061522188,29.87809290999813,31.17821904490572,6431.219
B0028,12,34,24,1.7850235136604733,3.6809827017477756,2.5683373423176117,4.183570268917493,30.329541918405045,31.830430244172504,6442.203
B0028,13,36,24,1.7803865429693038,3.6821031308211283,2.571655326217227,4.186886063009724,30.67805955282036,32.176676996947776,6427.079
B0028,14,38,24,1.7789060856417256,3.68119828344271,2.5464403411304843,4.186431294608572,30.61748146501738,32.101579055970326,6417.156
B0028,15,40,24,1.7738387518973049,3.6808780113914024,2.5488905698718844,4.186605296553263,30.47693232752601,31.927225800846255,6398.907
B0028,16,42,24,1.769682881523146,3.6816453877057884,2.592227961453642,4.186411251128915,30.59851621920085,32.17577171129977,6384.75
B0028,17,46,24,1.7408787283206992,3.6751321799254955,2.598546956085325,4.1643364768914175,31.100240402928506,32.50607956309833,6284.063
B0028,18,50,24,1.7648189744011906,3.6846266213857497,2.6924907199800523,4.183279934429277,30.938169249041685,32.36361154404582,6370.937000000005
B0028,19,52,24,1.7617857390844023,3.6832544826548084,2.6173421756941537,4.185224082214954,30.779624907003203,32.23987480909281,6359.812
B0028,20,54,24,1.75770610357021,3.6830019424524427,2.6240203066915697,4.185772001736481,30.70960684046627,32.1209393902127,6346.156
B0028,21,56,24,1.7519375960601256,3.6825149277266642,2.63525875804135,4.185968902546653,30.47705959403915,31.876773372691297,6328.172
B0028,22,58,24,1.7521244035832177,3.6802726203570852,2.540126038881981,4.185740020171981,30.54925924889458,32.13891568195097,6326.062
B0028,23,65,24,1.7597714133989641,3.67908706723787,2.5784590711144535,4.1838351172655095,29.858081061792472,31.30995086456362,6352.843
B0028,24,67,24,1.7483011320324189,3.680942088612725,2.6156681128542663,4.185613308228973,29.92749751367273,31.443900397243077,6309.172000000006
B0028,25,69,24,1.7411482627836237,3.681439648314102,2.6736673087239393,4.186072517005326,29.887309173794996,31.383820135357173,6284.297
B0028,26,71,24,1.7363833316311177,3.680615489022298,2.6531966228276134,4.186079245979765,29.974612767860144,31.360116664622666,6265.969
B0028,27,73,24,1.736559066269527,3.6776600467841285,2.5306280538039845,4.185739001637966,29.928807475767645,31.44534438395542,6266.641
B0028,28,77,24,1.7172335652295245,3.67453404625628,2.651385292787423,4.167590440976821,30.029795182593666,31.550251048213177,6198.75
B0029,1,1,43,1.697507332205763,3.3651860477851834,1.9999364731586213,4.122758586822445,51.631545591665024,58.72626885895911,1572.359
B0029,2,3,43,1.844701206961174,3.3905928994464873,1.8520590925934357,4.2013457680138195,52.84944288631656,59.76796387174703,1723.281
B0029,3,5,43,1.8254376674722927,3.3944582472061784,1.8857258246963948,4.20075138362936,52.905865867265994,59.844347317645614,1705.906
B0029,4,7,43,1.815750429913437,3.394696317253661,1.8534777499421093,4.20121939681188,52.90438507577814,59.9199472840752,1697.688
B0029,5,9,43,1.8132993337127028,3.398579443319999,1.913443763136564,4.20151734595852,52.87534956891003,59.89475354681757,1686.094
B0029,6,13,43,1.8151647619660576,3.3970260675114696,1.9392366668780092,4.190431936024234,52.762650424805656,59.588132364640614,1678.563
B0029,7,15,43,1.8143317955190057,3.4017447799349796,1.926680416628282,4.20151685379873,52.78843384352056,59.81336613073259,1677.469
B0029,8,17,43,1.801343601809866,3.400790257856999,1.89070792341858,4.201511694320507,52.7841972696045,59.75433532594285,1666.093
B0029,9,19,43,1.7881558802945825,3.4030834056443755,1.93249158993614,4.201805179645606,52.751738383515125,59.7737242563152,1654.328
B0029,10,21,43,1.7760714604539518,3.4052467951556413,1.9713665258317914,4.201438773335668,52.7506031720156,59.800107348599425,1643.812
B0029,11,25,43,1.7852807447597443,3.3969592538295337,1.8523796286853516,4.19368630303113,52.76187024768883,59.92418745751934,1652.266
B0029,12,27,43,1.7698116401111978,3.3978270130572263,1.8385968486453488,4.20025041732416,52.810328108304326,60.120904895462246,1648.672
B0029,13,29,43,1.7565231680521758,3.3976547229925322,1.8332269197665616,4.200366031445772,52.803620504971605,60.159083367849426,1636.969
B0029,14,31,43,1.7543413277348154,3.400358560849027,1.8809955356138472,4.199929373943819,52.774286568476356,60.033062355018394,1625.187
B0029,15,33,43,1.7392875506998715,3.3951054015762527,1.800038174333754,4.199792574461424,52.80429201579515,60.155675284547456,1622.016
B0029,16,37,43,1.7797845109331345,3.3952154633066987,1.9415928705254093,4.186389353535962,52.721179096315566,59.708263302408355,1638.422
B0029,17,39,43,1.7657088508465202,3.400939370892573,1.9724619388377238,4.200779737725044,52.76566676387698,59.826072535975634,1646.438
B0029,18,41,43,1.7523941408724169,3.3990966930758852,1.9166086737918735,4.20106410059631,52.80160858510679,59.97193555147316,1634.765
B0029,19,43,43,1.7380191225603105,3.4005060708668395,1.9416286020335691,4.20039236023258,52.76338281760698,59.90509096707212,1622.016
B0029,20,45,43,1.7312214443143976,3.397536794846482,1.8754484122099284,4.200576454073823,52.793663259837146,60.003884509148,1616.25
B0029,21,49,43,1.7379128985265808,3.391570729569499,1.8380927294124034,4.1947095538907675,52.75741582344694,60.25771781052726,1622.218
B0029,22,51,43,1.7224270683625882,3.4006008999743154,1.999771637867575,4.200658594506185,52.866554147425745,59.90492726798961,1619.656
B0029,23,53,43,1.7184213765608034,3.3937647508109445,1.8317514112942035,4.200792247486221,52.88238533970063,60.33243416075105,1605.484
B0029,24,55,43,1.7010220930648232,3.3990916405291434,1.9739559216587699,4.200103293228043,52.89174684629843,59.986696705381924,1600.75
B0029,25,57,43,1.693698739563104,3.396460061958035,1.9069490533352143,4.200392899920808,52.86276331800625,59.99528714045464,1595.0
B0029,26,61,43,1.713072721286705,3.3953349055125526,1.9996278665665834,4.193452277045169,52.85514927949408,59.98821696841703,1612.422
B0029,27,63,43,1.6976972688567131,3.397203474478597,1.9297361391600052,4.200426069460966,52.84555100149494,60.01985635641876,1598.969
B0029,28,65,43,1.6899314034061208,3.389787970407681,1.811689567857529,4.200350636061038,52.82153486606997,60.26410091872941,1592.187
B0029,29,67,43,1.685023551367069,3.3967598380460484,1.9610731754377526,4.200274898374017,52.81580315824478,59.92046248220958,1577.484
B0029,30,69,43,1.678389965463405,3.3957223246260377,1.9482718394124843,4.200350219079989,52.80521928839473,59.887692512983016,1571.547
B0029,31,73,43,1.6737947494868326,3.3892258428534876,1.8674943991912756,4.195839706712194,52.80312343851032,60.158935395611046,1578.484
B0029,32,75,43,1.6687898927884715,3.3940321153796114,1.926783206032701,4.20011947590298,52.85759471288148,60.047482357880945,1574.469
B0029,33,77,43,1.6492566306631427,3.3906922693966584,1.869562035017659,4.20020354565233,52.85638451770691,60.167863371476415,1568.281
B0029,34,79,43,1.6409676757039668,3.3912179554575785,1.8881277069953313,4.200021865512612,52.882092513244274,60.09738415148209,1561.422
B0029,35,81,43,1.6456360229757092,3.3923453388185667,1.9264548202409049,4.200544725415334,52.87120880021078,60.02940147619038,1554.234
B0029,36,85,43,1.654547743574037,3.3840832974347714,1.8497742851139864,4.193996290293578,52.8949932373189,60.33090148423857,1573.734
B0029,37,87,43,1.6461201520877546,3.3935243600466607,1.988399313722457,4.1998075622524835,52.90577737967025,59.88870262903497,1566.578
B0029,38,89,43,1.6275119188151763,3.388551594762018,1.8822716064606955,4.199665175987453,52.85049305569667,60.13011665786984,1550.047
B0029,39,91,43,1.6200530533464497,3.3876827466759964,1.8693019781355498,4.200099273216301,52.93318563948955,60.20528139553767,1543.64
B0029,40,93,43,1.612079811711934,3.3850191492367943,1.8433554303146658,4.2000806322388815,52.91920185424772,60.24494659507955,1536.781
B0030,1,1,43,1.6560706096175404,3.3464479682177357,2.1274170450668684,4.121228264511843,52.450611378612734,61.11438949471705,1572.359
B0030,2,3,43,1.7815548749509116,3.3780751936361146,2.1401060472348874,4.191571549203586,54.113241117794225,61.9990871891876,1723.281
B0030,3,5,43,1.761969227822918,3.3818672028482375,2.1657237815883463,4.191314909952094,54.157828260748424,61.89071493502735,1705.906
B0030,4,7,43,1.751755031874225,3.3803545588103714,2.095376108282347,4.191510310362352,54.212018750385205,62.214205409958005,1697.688
B0030,5,9,43,1.7381688070362076,3.383237725223628,2.12524665517798,4.191406236830394,54.19837692352459,62.31179793095802,1686.094
B0030,6,13,43,1.7506745293461339,3.374148303155992,2.0759632130565406,4.1809364775885,54.14161744851121,62.29994268441351,1678.563
B0030,7,15,43,1.7491047649061158,3.3806295984219497,2.0440070679316857,4.191416983179895,54.21167948917778,62.48134926186261,1677.469
B0030,8,17,43,1.7252544028765475,3.387081847293872,2.173948548947525,4.19167898729129,54.18634900836399,62.158212651524295,1666.093
B0030,9,19,43,1.7112621367644252,3.3879461849049983,2.1712631392036204,4.191660740391253,54.15360140656882,62.11029841216025,1654.328
B0030,10,21,43,1.6990418392711273,3.3883925705991067,2.1722790601698723,4.190518218566902,54.168189231806274,62.21537292970592,1643.812
B0030,11,25,43,1.7185770039532977,3.3829900242224884,2.1399140868464497,4.18494757447594,54.22057063412252,62.42078136779365,1652.266
B0030,12,27,43,1.70324722921867,3.3872270612733906,2.112329336316492,4.19138696373963,54.24400266886001,62.42541404009337,1648.672
B0030,13,29,43,1.689458044662304,3.387969833955272,2.1141726056716275,4.1916098999207785,54.24150010859244,62.43136471336018,1636.969
B0030,14,31,43,1.6756136292719177,3.3908449439184096,2.1697054636701996,4.191138031319589,54.183697227073836,62.27459158639179,1625.187
B0030,15,33,43,1.6718407140871654,3.3859058007878593,2.0502203248956845,4.191251588829171,54.228866401573256,62.57843700986901,1622.016
B0030,16,37,43,1.7233056681204446,3.375492904033759,2.056845844411806,4.17866916142942,54.15865206479903,62.47198799326229,1638.422
B0030,17,39,43,1.709207290507283,3.381550645715128,2.0026548733538236,4.19028213835832,54.242750421230845,62.678287399200066,1646.438
B0030,18,41,43,1.684001734344571,3.3864480900407194,2.098247338071892,4.18930659174196,54.26601179807604,62.48426799373123,1634.765
B0030,19,43,43,1.66898698813004,3.387180494037813,2.095250035916422,4.189336480826855,54.24164371768822,62.520660259063135,1622.016
B0030,20,45,43,1.6620689362837142,3.3813445010797873,1.9652225177027667,4.1879616710018945,54.32282816477177,62.837923181745914,1616.25
B0030,21,49,43,1.6687049625248174,3.385606758982866,2.1649300939348857,4.183473493335224,54.27566161448939,62.47596510401283,1622.218
B0030,22,51,43,1.652762183550463,3.3887947335699504,2.1107101939003567,4.189021310957518,54.346520622463046,62.54340291733675,1619.656
B0030,23,53,43,1.648481366235244,3.390949417762555,2.154272422860638,4.188208290959306,54.369563893787316,62.542537819338854,1605.484
B0030,24,55,43,1.6307406443132095,3.3873404080498895,2.056878607135279,4.188944596283129,54.38101073340462,62.633169726331985,1600.75
B0030,25,57,43,1.62323023017929,3.3880651957973615,2.0619330487714467,4.189721988537926,54.366222070376075,62.63885708285674,1595.0
B0030,26,61,43,1.6541906540394393,3.3873336724752856,2.182829076635093,4.182121595717829,54.36082826974155,62.50972828784737,1612.422
B0030,27,63,43,1.638514396616985,3.391596603751742,2.152270345667462,4.18953881832451,54.329082038301124,62.41430430344205,1598.969
B0030,28,65,43,1.618847673357618,3.3844695827460796,1.9853664248869802,4.18877344296717,54.350797312061744,62.71706660837061,1592.187
B0030,29,67,43,1.6134212267751404,3.3883015570002266,2.085108474542319,4.187364248433742,54.30570319180817,62.554566036297686,1577.484
B0030,30,69,43,1.6066443601761986,3.389973588057286,2.1156809695842997,4.188843927084549,54.311769035681074,62.48691429447336,1571.547
B0030,31,73,43,1.6138387876938998,3.386403894086122,2.0858806041580396,4.184536605382707,54.31694947968931,62.59235284434121,1578.484
B0030,32,75,43,1.596329501327274,3.382990062267617,1.9452863886535996,4.188530465383751,54.37602664745592,62.84622214879507,1574.469
B0030,33,77,43,1.5890785867406987,3.3809665909442286,1.9166604901616162,4.188200529397757,54.40922760509475,63.0242156686281,1568.281
B0030,34,79,43,1.5805481432309574,3.3813241868366974,1.9272509897554042,4.187743893425592,54.43118438830086,63.00027240816272,1561.422
B0030,35,81,43,1.5846131054270807,3.3870672693934285,2.051939170845275,4.1898269490660445,54.42543761419732,62.80130766887856,1554.234
B0030,36,85,43,1.5936651221220735,3.382718302752806,2.0447593292567268,4.183231697201542,54.40878572720797,62.737405296482684,1573.734
B0030,37,87,43,1.5849874126960888,3.3896129797375174,2.1123670299751245,4.187178870202528,54.42284720424547,62.57852749153667,1566.578
B0030,38,89,43,1.5787064969416462,3.38569510149779,2.029028311417829,4.188109008087897,54.38754363122996,62.84908045214772,1550.047
B0030,39,91,43,1.570705516096967,3.387023398111767,2.0574175231777425,4.188695408653485,54.45246463683033,62.7284644620379,1543.64
B0030,40,93,43,1.562780404428482,3.3870565445350174,2.068863283525511,4.18874384592953,54.41109814733754,62.69299470731855,1536.781
B0031,1,1,43,1.6666751942525773,3.3729664490249562,2.4944372580491163,4.116561748956975,52.65501135302439,60.84632469517393,1572.359
B0031,2,3,43,1.8328583629543174,3.410655663961355,2.4703791051999655,4.206499027366964,53.97231092767106,61.81769411336386,1723.281
B0031,3,5,43,1.8139835002945137,3.411724207737072,2.432998201540817,4.206542652746716,53.99108510894419,61.82805706187581,1705.906
B0031,4,7,43,1.8044387333514835,3.414079984476593,2.455290559392926,4.206636701109276,53.996608338848425,61.95644236061217,1697.688
B0031,5,9,43,1.802147684291295,3.412679097550016,2.379788594335936,4.206755471453542,53.954262670522155,62.099570509363424,1686.094
B0031,6,13,43,1.7715647509798835,3.3963237722822415,2.3704531055353044,4.172458299789621,53.973288387308486,62.03750729435005,1678.563
B0031,7,15,43,1.8139928165779542,3.4200798093339357,2.479852487101495,4.2067410088524975,53.88993125496472,61.84294867967338,1677.469
B0031,8,17,43,1.8013261041198854,3.4200087266691894,2.4765516954388933,4.2068100656143335,53.87262295937195,61.837947652588504,1666.093
B0031,9,19,43,1.7883722583933568,3.417702003194436,2.359674470455269,4.206952621072369,53.81893583109196,61.84646585876763,1654.328
B0031,10,21,43,1.7765401657373159,3.420480701190782,2.4195090802038206,4.206832562039922,53.82033376097016,61.76013798618494,1643.812
B0031,11,25,43,1.7856209131823229,3.4123332615490005,2.3489668209281325,4.193946956737359,53.821133604090825,61.91960614794014,1652.266
B0031,12,27,43,1.7813634036685941,3.420910074120946,2.3997094392914415,4.206655556995042,53.81794815350033,61.86471031425517,1648.672
B0031,13,29,43,1.7684898383971241,3.4216539858581876,2.4168059304515817,4.207198543313955,53.80194299620242,61.77393480386064,1636.969
B0031,14,31,43,1.766505238291406,3.423749066677016,2.471072287476068,4.206978754188053,53.75880729814269,61.645390510898466,1625.187
B0031,15,33,43,1.751740527921767,3.4209893105313918,2.4044472636058316,4.20675228195214,53.78850848662172,61.88870329111738,1622.016
B0031,16,37,43,1.7352349314055016,3.40095456627701,2.4059387688210077,4.168980783747018,53.8368863785077,61.98674236534618,1638.422
B0031,17,39,43,1.7782778274549178,3.421591713831319,2.386904670931757,4.207227268504839,53.773379186088945,61.736554527800706,1646.438
B0031,18,41,43,1.7649894859707393,3.420573981542695,2.3650342661568575,4.207303258469689,53.77386924606414,61.822305205835185,1634.765
B0031,19,43,43,1.762591283533551,3.422624599533156,2.4186775515647607,4.207353806036226,53.754659591825344,61.702657378071684,1622.016
B0031,20,45,43,1.744314576121582,3.4201177255120836,2.360775838409723,4.206667054740019,53.766677549195336,61.83339482415222,1616.25
B0031,21,49,43,1.7628373753518478,3.4199667649637617,2.4505597087782616,4.198651200144167,53.731744909320135,61.71886225058171,1622.218
B0031,22,51,43,1.747857930947971,3.4203305433739613,2.3428829070219703,4.207348617133544,53.77927288646249,61.9456150656118,1619.656
B0031,23,53,43,1.7441167338864993,3.422863512888695,2.411955819284382,4.2072481474909695,53.77940592279519,61.68681561807962,1605.484
B0031,24,55,43,1.7268422932817387,3.4198002859215846,2.3413222526109294,4.207149488755062,53.7498055148608,61.72142337926525,1600.75
B0031,25,57,43,1.7203093493042265,3.4194705619732524,2.328244465576847,4.2072173595407625,53.75572683773813,61.922368397426354,1595.0
B0031,26,61,43,1.7394245516699778,3.4145994489347062,2.318164845471509,4.196145238330935,53.7542876562008,61.875049319197814,1612.422
B0031,27,63,43,1.7367384416372014,3.4248774653161553,2.4548236850102603,4.2069462617112805,53.711431807207,61.49120341342234,1598.969
B0031,28,65,43,1.716963468448543,3.420974185160828,2.3584309858697914,4.207372373768093,53.69342764953342,61.70751319442212,1592.187
B0031,29,67,43,1.7127773558366357,3.4245085053170605,2.4660401403368404,4.206841499612997,53.61958378565316,61.49432037699378,1577.484
B0031,30,69,43,1.7061083466554066,3.4232173747975634,2.442554361335084,4.207073830058116,53.633628437869824,61.505904797603456,1571.547
B0031,31,73,43,1.713732696207521,3.4217612690112014,2.455972935605985,4.202288246181564,53.64298219337473,61.58650298757853,1578.484
B0031,32,75,43,1.7093475797926974,3.4200957312475437,2.3451886335989784,4.2068098855652165,53.640194623026446,61.668030365099106,1574.469
B0031,33,77,43,1.6901000454115587,3.418207639268387,2.3048157078228537,4.207132897125494,53.65373339276206,61.83745125268187,1568.281
B0031,34,79,43,1.6946883343387664,3.4190055604969225,2.327904771892418,4.207018144824621,53.65355338521763,61.7791359328034,1561.422
B0031,35,81,43,1.687010991299212,3.4200180230564365,2.3672431402232186,4.206967994384534,53.647830742878845,61.63755727730526,1554.234
B0031,36,85,43,1.6957069027070075,3.41552953622903,2.32931910043758,4.198742074510769,53.654715008055895,61.76541153453152,1573.734
B0031,37,87,43,1.687696889615565,3.4189014427486333,2.3136169782429055,4.206906802432806,53.66098543950281,61.71412204720752,1566.578
B0031,38,89,43,1.6819617127259294,3.4233537843227144,2.464103908062826,4.20664698001037,53.59867010741405,61.46370523914892,1550.047
B0031,39,91,43,1.6750033888978846,3.4227287920309317,2.450218643464606,4.206935457661614,53.628910349751585,61.45868723262231,1543.64
B0031,40,93,43,1.6672987794846676,3.422760457985402,2.4650879684691613,4.207096999865798,53.61379694880726,61.44540062417477,1536.781
B0032,1,1,43,1.7048641073512139,3.31356881404843,2.62709691854036,4.087016142066692,52.14812251926887,59.47600707924567,1572.359
B0032,2,3,43,1.8940319526948572,3.360932103985418,2.6672646952717707,4.187844886919987,53.49862731805315,60.121290886265,1723.281
B0032,3,5,43,1.8747686491853095,3.362818742242725,2.653980741191812,4.187701456265651,53.56355547229223,60.28987126771494,1705.906
B0032,4,7,43,1.8654947184112376,3.3620666570592657,2.614778884516638,4.187956631748198,53.636497641934646,60.570618627724706,1697.688
B0032,5,9,43,1.8527398169018068,3.362352506750974,2.611753951946988,4.187837270519941,53.66821955000141,60.444872622429784,1686.094
B0032,6,13,43,1.844174397003866,3.3539141264171213,2.6899647104301128,4.176580463554566,53.78514931831166,60.80514996345169,1678.563
B0032,7,15,43,1.8430238477512753,3.359881578137895,2.6352220172441965,4.187717629562103,53.80370465565283,60.791314861400984,1677.469
B0032,8,17,43,1.8302818174911863,3.358862190732693,2.616116680441599,4.1875582845369195,53.860865202701575,60.824534439051064,1666.093
B0032,9,19,43,1.8173838456081814,3.3601097902247443,2.6377575512804055,4.1878149871796655,53.86937461780675,60.93844327722512,1654.328
B0032,10,21,43,1.8057992981104682,3.3601434422461938,2.6425811435343314,4.1878814798124315,53.919241142689074,61.056928797496845,1643.812
B0032,11,25,43,1.8149829605049186,3.355149818972587,2.6868552360676885,4.180429711622443,54.04736439027926,61.26264235870029,1652.266
B0032,12,27,43,1.7995150369321797,3.3593418283288132,2.6740516269543457,4.187435297570574,54.07432799473692,61.309095933731044,1648.672
B0032,13,29,43,1.7866516942518147,3.358629751735543,2.6712280977184064,4.187467933100937,54.13198237630402,61.35860964032413,1636.969
B0032,14,31,43,1.7735550719416031,3.3590704748251823,2.6834486699239664,4.187491241001438,54.1706485784692,61.482188769123354,1625.187
B0032,15,33,43,1.769995333364443,3.3579238322389635,2.670098200587867,4.1874322769983605,54.230275057026425,61.558060893098116,1622.016
B0032,16,37,43,1.799526080374287,3.346388148340216,2.6512994484308834,4.174276691190384,54.344649105313806,61.75555924618304,1638.422
B0032,17,39,43,1.7968530684449833,3.3534652549262995,2.6257034386294866,4.186860433427951,54.34024033975075,61.788148736083365,1646.438
B0032,18,41,43,1.7838265504081745,3.3539379658636705,2.6363985091733704,4.187242083144707,54.383818324015124,62.026796878552666,1634.765
B0032,19,43,43,1.7696444491040102,3.352033498067153,2.6091385279000474,4.187348698823322,54.44223460892958,62.05922080379437,1622.016
B0032,20,45,43,1.7512940457049684,3.356088193037498,2.6928273258727593,4.187458308694366,54.47793957059441,61.81678431928173,1616.25
B0032,21,49,43,1.7697554297961993,3.3485978246821815,2.6580053475407666,4.18032452902128,54.522884319691855,62.13034562682843,1622.218
B0032,22,51,43,1.7547726933914918,3.350888760453381,2.622656733898926,4.187278944270903,54.63737439274004,62.20855323363066,1619.656
B0032,23,53,43,1.7389166355812984,3.351949039148667,2.6579673401898325,4.186871482774904,54.626766126568995,62.27936068413306,1605.484
B0032,24,55,43,1.7337200518764075,3.349297591300232,2.62449780009349,4.187368946542894,54.64310926864166,62.40536913200032,1600.75
B0032,25,57,43,1.7150972597500092,3.351231111091802,2.6693549937573904,4.187171328295389,54.70581681215588,62.216007793788314,1595.0
B0032,26,61,43,1.7462926148815636,3.3435018088780115,2.6245992054256915,4.179483481777926,54.73634803491553,62.6157960112704,1612.422
B0032,27,63,43,1.719149261914565,3.3521161040604457,2.6829848740711117,4.187057003834118,54.729006905014316,62.26360588854172,1598.969
B0032,28,65,43,1.711582246191498,3.3500497479561155,2.6671246169170018,4.186996418231206,54.73589338579687,62.42580063958537,1592.187
B0032,29,67,43,1.6951051195225901,3.346822633241171,2.6334454972272856,4.1871621368173555,54.73540508711326,62.5594040849182,1577.484
B0032,30,69,43,1.7005124371100973,3.3445668126766406,2.6133538721871226,4.187124475593186,54.74865999209295,62.582629376324434,1571.547
B0032,31,73,43,1.7080989351250158,3.3426166901503263,2.647938106735209,4.181856074494181,54.78747299373422,62.57090441669303,1578.484
B0032,32,75,43,1.691435430587127,3.34732439121854,2.6715941703662405,4.18690867607217,54.781382520592445,62.42898686923908,1574.469
B0032,33,77,43,1.6844494328889932,3.3453547357724522,2.6462614968063676,4.186886051758731,54.78435229628446,62.43152363917722,1568.281
B0032,34,79,43,1.664037581688075,3.346646262078225,2.6718636231921065,4.186961283097403,54.845012944023324,62.5729328576623,1561.422
B0032,35,81,43,1.6686372014231974,3.3430379418002483,2.6372752376377897,4.186797536056034,54.84412055277582,62.57967644827836,1554.234
B0032,36,85,43,1.6899344075625968,3.3373798184076704,2.6027515790201994,4.180871809929545,54.916794359881244,62.96996562520999,1573.734
B0032,37,87,43,1.669431712846442,3.3435347690202875,2.6344496446331838,4.186876840985748,54.90429470994109,62.75574288944966,1566.578
B0032,38,89,43,1.6634226761839213,3.3406975425250534,2.612265282912701,4.1866310585931235,54.85304065526831,62.70443033939053,1550.047
B0032,39,91,43,1.6436152195947373,3.3456376475453258,2.6874948249577777,4.1868719484291095,54.870101858468004,62.46020747529598,1543.64
B0032,40,93,43,1.6358000873538245,3.33983349960651,2.6076358711453813,4.186758471539941,54.9152115205818,62.789754357166764,1536.781
B0033,1,0,24,0.06842572240601812,3.3726641134399764,1.9848598462488805,3.6772190710694983,29.26541655615828,34.973341925251844,1819.406
B0033,2,4,24,0.6895699007862814,3.717995304466161,1.9816234331870684,4.191105953862248,32.82332257180906,47.876225604831575,3260.531
B0033,3,6,24,1.1610848192311252,3.524738825009034,1.287217552704193,4.19762922160552,35.79329539654299,53.521374145800095,3265.75
B0033,4,8,24,1.2529393053824995,3.489168398195939,1.92499373482904,4.199816411135521,36.38266836733648,53.59969491765948,3264.109
B0033,5,10,24,1.302918002447558,3.4703882503796533,1.9480187400221975,4.2005663942344365,36.45901475182768,53.81770081109488,3253.531
B0033,6,12,24,1.3218773211472525,3.453967625388434,1.891347070952385,4.200743805234223,36.279780573622936,53.57104302015468,3242.578
B0033,7,16,24,1.2884694418301417,3.4578247593455274,1.1932458808760276,4.197576934147749,36.16552578493363,54.60856796915766,3234.625
B0033,8,18,24,1.713169326386719,3.209334990541558,1.9170515174362301,4.20050246544483,39.93652051985124,54.191463730088664,3235.36
B0033,9,20,24,1.6560966776720512,3.2871463464425337,1.9084502918482382,4.199260915072752,38.25328053802186,52.934331210631875,3236.125
B0033,10,22,24,1.6197297341990775,3.3197461384202485,1.9529802665635712,4.200453230054564,37.62899446299115,52.5032036116964,3230.25
B0033,11,24,24,1.604655812282729,3.3333097880411087,1.9889951350881314,4.200671023041403,37.32713409422702,52.17652816361563,3226.078
B0033,12,28,24,1.6255699769029337,3.335992217657965,1.9634548720089502,4.19613941105053,37.40237649452651,52.04937847239831,3224.5
B0033,13,30,24,1.5900967306245992,3.3499333575510475,1.9596564991730565,4.200736119460894,36.995742754141574,51.73549267436528,3222.188
